,daysBetweenDates,isBasicEconomy,1depTimeOnly,numberOfStopovers,waitingTime,numericalStartingAirport,numericalDestinationAirport,numerical1cabin,totalFare
564,6,0,12,1,3.0,13,10,1,136.1
565,46,1,9,0,0.0,5,13,1,108.6
566,38,0,10,0,0.0,4,0,1,198.6
567,38,0,10,0,0.0,13,10,1,215.6
568,1,0,11,2,6.0,12,8,1,569.11
569,33,0,17,1,1.0,7,10,1,501.6
570,53,1,12,0,0.0,1,10,1,103.6
571,45,0,13,1,2.0,7,14,1,439.1
572,2,0,20,0,0.0,2,11,1,348.1
573,7,0,13,2,9.0,12,11,1,1174.71
574,34,0,7,1,2.0,9,5,1,608.6
575,1,1,16,0,0.0,6,1,1,128.6
576,55,0,18,0,0.0,1,11,1,233.61
577,42,0,5,1,4.0,1,9,1,372.58
578,53,0,24,1,3.0,9,2,1,437.59
579,41,0,16,0,0.0,1,10,1,69.6
580,30,0,21,0,0.0,13,10,1,215.6
581,1,0,15,2,5.0,6,4,1,596.11
582,4,0,13,0,0.0,5,10,1,261.6
583,20,0,18,1,1.0,2,9,1,467.1
584,6,0,6,1,4.0,12,13,1,581.6
585,2,1,17,0,0.0,1,6,1,143.6
586,6,1,6,1,1.0,6,11,1,117.6
587,49,0,6,0,0.0,1,10,1,118.6
588,6,0,6,1,4.0,2,0,1,363.7
589,24,0,18,0,0.0,1,15,1,408.6
590,59,0,18,1,3.0,5,14,1,228.6
591,3,0,11,0,0.0,9,0,1,358.59
592,2,0,11,2,4.0,9,12,1,594.1
594,24,0,11,1,3.0,2,9,1,225.1
595,54,1,8,1,1.0,3,11,1,203.6
596,41,0,11,0,0.0,0,9,1,398.6
597,58,0,11,1,1.0,13,11,1,351.6
598,51,1,8,1,5.0,1,4,1,208.2
599,51,1,14,1,3.0,5,10,1,127.6
600,38,0,21,0,0.0,0,6,1,298.6
601,7,1,6,1,4.0,0,13,1,181.6
602,42,0,12,1,4.0,6,9,1,528.6
603,30,0,15,0,0.0,10,4,1,290.6
604,36,0,5,2,12.0,5,12,1,1081.71
605,5,1,17,1,0.0,4,8,1,192.6
606,19,1,8,1,2.0,10,9,1,140.6
607,13,0,10,0,0.0,13,9,1,508.6
608,3,0,13,0,0.0,0,4,1,278.6
609,46,0,12,1,3.0,6,14,1,421.61
610,2,1,14,1,3.0,3,8,1,232.6
611,12,0,13,0,0.0,7,2,1,218.6
612,5,0,15,1,0.0,10,14,1,591.61
613,43,0,11,1,2.0,0,5,1,424.6
614,53,0,11,1,7.0,0,8,1,307.21
615,50,0,15,1,2.0,6,9,1,703.6
616,15,0,10,1,3.0,13,14,1,597.6
617,10,0,8,0,0.0,15,1,1,254.61
618,19,0,8,1,1.0,3,8,1,601.61
619,26,0,1,0,0.0,3,0,1,98.99
621,17,0,7,1,4.0,4,1,1,297.6
622,9,0,10,1,9.0,0,12,1,282.58
623,4,0,0,1,3.0,9,10,1,626.6
624,38,0,5,1,1.0,0,9,1,506.1
625,6,0,19,0,0.0,10,1,1,153.6
626,59,1,7,1,6.0,6,14,1,277.2
627,58,0,11,0,0.0,15,6,1,568.6
629,36,0,11,1,3.0,0,12,1,608.6
630,37,0,15,1,1.0,11,0,1,246.1
631,3,0,6,0,0.0,13,14,1,259.6
633,2,0,6,1,3.0,6,7,1,484.1
634,11,0,11,2,5.0,1,12,1,532.07
636,23,1,8,1,2.0,9,8,1,182.6
637,2,0,13,1,2.0,4,9,1,294.6
638,10,0,15,1,1.0,1,14,3,641.6
639,48,0,14,1,1.0,13,8,1,541.6
640,44,0,9,1,8.0,2,9,1,237.08
641,17,0,23,1,1.0,15,6,1,707.59
642,28,1,10,1,9.0,4,7,1,231.2
643,26,0,13,0,0.0,14,4,1,315.6
644,5,0,7,1,3.0,7,9,1,466.1
645,52,0,13,1,3.0,0,15,1,348.62
646,40,0,18,1,6.0,15,5,1,667.19
647,3,0,24,1,5.0,15,11,1,677.2
648,25,0,7,2,3.0,10,12,1,863.1
649,8,0,18,1,2.0,14,4,1,294.6
650,17,0,16,1,2.0,11,13,1,192.6
651,57,0,15,1,6.0,8,0,1,507.2
652,40,0,9,1,6.0,11,9,1,321.2
653,47,0,7,0,0.0,13,8,1,328.61
654,50,0,13,1,1.0,15,10,1,459.6
655,42,0,6,2,4.0,12,1,1,456.1
656,34,0,12,1,2.0,10,7,1,511.61
657,29,0,8,0,0.0,14,12,1,228.59
658,35,0,12,1,2.0,0,15,1,538.6
659,20,0,18,1,1.0,8,9,1,338.6
660,27,1,7,0,0.0,11,0,1,98.6
661,10,0,14,1,5.0,2,6,1,175.08
662,6,0,9,1,8.0,5,15,1,504.2
663,4,0,9,2,9.0,14,7,1,330.7
664,45,0,8,1,3.0,7,14,1,361.6
665,26,0,7,2,4.0,2,15,1,675.6
666,5,0,15,0,0.0,11,10,1,172.6
667,12,0,6,2,8.0,1,12,1,762.7
668,7,0,14,1,1.0,5,15,1,503.6
669,20,0,10,1,2.0,8,9,1,336.61
670,2,0,19,1,1.0,13,14,1,224.6
671,36,1,13,1,1.0,13,14,1,160.6
673,40,1,11,1,0.0,10,15,1,237.6
674,8,0,17,1,2.0,2,10,1,256.1
675,58,0,21,1,8.0,11,13,1,202.2
676,16,1,14,0,0.0,10,0,1,98.6
677,52,0,5,1,4.0,15,4,1,365.19
678,38,1,15,1,4.0,1,11,1,132.61
679,45,1,15,0,0.0,4,11,1,202.6
680,34,1,12,1,2.0,3,2,1,108.6
681,4,0,7,0,0.0,13,10,1,196.6
682,43,0,22,1,6.0,2,11,1,456.7
683,60,0,9,2,4.0,10,12,1,947.11
684,36,0,9,0,0.0,8,13,1,238.6
685,44,1,10,0,0.0,4,10,1,198.6
686,55,0,19,1,1.0,10,9,1,395.6
687,42,0,15,0,0.0,5,8,1,339.61
688,56,0,8,1,3.0,6,9,1,202.6
689,58,1,14,0,0.0,0,11,1,173.6
690,22,0,13,0,0.0,15,9,1,93.6
691,43,0,1,1,3.0,3,7,1,328.11
692,34,0,15,0,0.0,13,0,1,298.6
693,8,0,7,1,6.0,1,4,1,317.58
694,11,0,17,1,2.0,6,3,1,507.6
695,57,1,22,0,0.0,0,10,1,135.6
696,6,0,12,0,0.0,10,3,1,193.6
697,28,0,6,1,9.0,12,3,1,45.58
698,39,1,7,1,13.0,2,3,1,310.69
699,39,0,7,1,7.0,9,5,1,409.2
700,24,0,19,0,0.0,10,13,1,408.6
701,10,0,13,0,0.0,4,3,1,232.6
702,20,0,12,0,0.0,1,6,1,203.6
703,47,0,10,1,1.0,13,3,1,428.6
704,23,0,6,1,1.0,1,0,1,451.6
705,22,0,12,1,2.0,3,4,1,297.6
706,10,0,16,1,1.0,9,4,1,267.6
707,26,0,18,0,0.0,8,15,1,468.61
708,19,0,10,1,7.0,12,4,1,168.96
709,17,1,11,1,2.0,4,9,1,192.6
710,15,0,12,2,3.0,5,3,1,655.4
711,6,0,18,0,0.0,1,9,1,244.6
712,8,1,16,0,0.0,15,4,1,213.6
713,50,0,21,0,0.0,2,3,1,282.48
714,32,1,12,1,4.0,4,7,1,127.6
715,5,0,6,2,6.0,12,14,1,576.1
716,15,1,9,1,2.0,13,11,1,167.6
717,24,0,6,1,4.0,4,1,1,317.58
718,43,0,22,1,6.0,0,9,1,203.2
719,13,1,11,1,2.0,13,11,1,138.6
720,15,0,10,0,0.0,1,8,1,53.6
721,22,0,7,0,0.0,9,4,1,148.59
722,4,0,17,1,1.0,4,11,1,317.6
724,5,0,21,0,0.0,14,3,1,361.6
725,40,0,12,0,0.0,5,8,1,83.6
726,18,0,11,1,1.0,8,0,1,401.6
727,32,0,11,1,1.0,6,2,1,128.58
728,17,0,13,0,0.0,4,13,1,278.6
729,18,1,16,1,2.0,4,10,1,97.6
730,37,1,12,1,4.0,15,13,1,337.6
731,37,0,11,0,0.0,13,8,1,133.6
732,8,0,6,1,2.0,7,4,1,268.6
733,3,0,10,0,0.0,0,7,1,191.6
734,42,0,15,0,0.0,0,5,1,248.6
735,23,0,21,0,0.0,6,9,1,313.6
736,33,0,6,1,2.0,1,9,1,411.6
737,40,0,9,1,3.0,15,12,1,331.6
738,46,0,15,0,0.0,2,10,1,172.1
739,1,0,11,1,3.0,14,7,1,392.1
740,53,0,13,1,1.0,12,15,1,291.61
742,41,0,17,1,4.0,5,9,1,267.21
743,12,0,8,2,6.0,12,10,1,611.11
744,42,0,11,0,0.0,2,9,1,407.1
745,1,0,15,1,2.0,10,14,1,541.6
746,32,1,10,1,6.0,9,4,1,307.2
747,54,0,13,0,0.0,3,1,1,264.6
748,6,0,11,1,6.0,0,5,1,497.19
749,34,1,14,0,0.0,13,3,1,93.98
750,10,0,10,1,1.0,10,9,1,272.6
751,4,0,16,1,1.0,7,9,1,389.61
752,9,0,12,0,0.0,1,8,1,133.6
753,9,0,16,0,0.0,3,8,1,691.18
754,1,0,6,1,1.0,15,14,1,370.6
755,12,0,10,1,2.0,8,1,1,531.59
756,17,0,8,1,5.0,5,14,1,307.58
757,11,1,14,1,3.0,10,0,1,129.6
758,34,0,19,1,6.0,15,5,1,424.2
759,9,0,8,1,2.0,1,4,1,413.6
760,51,0,16,1,2.0,8,7,1,415.6
761,1,0,15,1,2.0,1,11,1,246.1
762,23,0,19,0,0.0,1,5,1,168.61
763,30,0,9,1,2.0,2,9,1,187.08
764,2,0,11,1,3.0,12,1,1,1711.61
765,34,0,13,1,5.0,4,2,1,163.58
766,59,1,17,1,3.0,14,9,1,231.6
767,33,1,17,1,1.0,0,9,1,301.61
768,1,0,18,1,1.0,7,15,1,538.6
769,40,0,13,2,11.0,12,5,1,466.7
770,1,1,7,1,4.0,8,3,1,132.61
771,15,0,20,1,1.0,10,1,1,217.61
772,11,0,20,1,7.0,4,10,1,158.58
773,19,1,20,0,0.0,13,11,1,108.6
774,8,0,15,1,3.0,2,3,1,667.1
775,24,0,16,0,0.0,8,9,1,919.6
776,50,0,16,1,1.0,11,4,1,211.6
777,46,0,9,1,3.0,14,10,1,146.6
778,51,0,11,1,6.0,13,12,1,591.21
779,31,0,6,2,2.0,2,8,1,495.59
780,38,0,6,1,5.0,11,14,1,447.2
781,5,0,11,1,6.0,12,15,1,1267.2
782,17,1,9,1,2.0,10,0,1,152.6
783,1,0,7,1,1.0,0,9,1,370.6
784,23,0,6,1,6.0,2,4,1,348.08
785,60,0,8,0,0.0,14,11,1,203.6
786,16,1,11,0,0.0,8,11,1,103.6
787,48,0,9,1,6.0,8,5,1,477.21
788,8,0,17,0,0.0,4,6,1,246.6
789,15,0,6,1,1.0,3,1,1,467.6
790,14,0,9,1,2.0,2,14,1,202.1
791,56,1,11,0,0.0,6,1,1,118.6
792,49,1,14,1,2.0,13,6,1,197.73
793,45,0,18,0,0.0,13,10,1,113.6
794,23,1,17,0,0.0,10,3,1,238.6
795,39,0,23,2,8.0,8,11,1,572.71
796,20,0,18,0,0.0,13,9,1,291.6
797,11,0,8,2,5.0,12,10,1,626.1
798,22,0,9,1,4.0,9,14,1,408.6
799,5,0,17,0,0.0,8,5,1,223.6
800,49,0,17,1,1.0,10,15,1,129.1
801,36,0,22,2,8.0,15,6,1,622.7
802,29,0,6,1,1.0,9,10,1,407.6
803,44,1,14,1,5.0,10,1,1,182.21
804,35,0,8,2,9.0,6,12,1,625.08
805,11,0,16,1,3.0,4,9,1,294.6
806,45,1,9,1,2.0,8,3,1,127.6
807,1,0,12,1,4.0,10,3,1,217.61
808,8,0,14,1,5.0,2,5,1,208.08
809,9,0,16,0,0.0,13,3,1,244.6
810,20,0,9,1,1.0,13,10,1,132.61
811,39,1,16,1,1.0,6,15,1,276.6
812,53,0,7,2,3.0,12,3,1,510.49
813,42,0,11,2,2.0,1,12,1,837.1
814,6,0,10,0,0.0,8,4,1,154.35
815,44,0,17,1,1.0,3,9,1,442.6
816,7,0,7,0,0.0,13,3,1,408.6
817,27,1,16,1,3.0,6,4,1,208.6
818,9,0,10,1,5.0,6,5,1,162.58
820,18,0,7,2,10.0,4,12,1,735.71
821,42,0,6,2,4.0,12,10,1,667.1
822,21,0,18,1,4.0,5,9,1,465.6
823,23,1,11,1,2.0,3,6,1,118.6
824,5,0,6,1,1.0,9,1,1,338.6
825,9,0,23,1,7.0,9,2,1,527.21
826,55,0,13,1,3.0,2,4,1,200.1
827,3,0,22,0,0.0,15,8,1,361.6
828,33,0,13,1,1.0,15,10,1,357.6
829,25,0,6,2,5.0,15,10,1,526.09
830,46,0,12,0,0.0,4,9,1,458.6
831,21,0,12,1,3.0,2,10,1,410.1
832,27,0,18,0,0.0,1,9,1,798.6
833,33,1,11,0,0.0,1,14,1,113.6
834,16,0,16,0,0.0,0,7,1,191.6
835,10,0,16,1,1.0,9,13,1,164.58
836,37,0,12,1,2.0,10,9,1,418.58
837,5,1,23,0,0.0,9,1,1,258.6
838,18,0,7,1,1.0,10,7,1,391.09
839,45,0,6,1,4.0,1,9,1,351.6
840,14,0,18,1,2.0,0,14,1,368.6
841,51,0,11,1,2.0,10,0,1,206.61
842,51,1,18,0,0.0,14,1,1,99.6
843,46,0,13,1,4.0,7,10,1,397.19
844,22,0,8,1,1.0,4,9,1,258.6
845,43,0,6,1,2.0,15,4,1,337.6
846,21,1,8,1,1.0,8,13,1,112.6
847,46,1,15,1,5.0,11,3,1,389.19
848,6,0,7,0,0.0,14,13,1,191.6
849,50,0,13,1,1.0,0,15,1,531.6
850,4,0,9,1,4.0,8,3,1,557.2
851,13,0,6,1,3.0,14,7,1,258.6
852,11,0,12,2,6.0,4,12,1,537.1
853,25,0,7,2,6.0,12,5,1,450.1
854,10,0,7,0,0.0,9,5,1,498.6
855,17,0,7,1,4.0,4,15,1,288.6
856,37,0,8,1,1.0,8,3,1,392.1
857,29,0,9,2,2.0,1,12,1,680.1
858,19,0,12,1,3.0,14,15,1,414.01
859,54,1,16,1,4.0,4,11,1,239.2
860,46,1,9,0,0.0,5,7,1,78.6
861,9,0,8,1,4.0,13,12,1,309.58
862,59,0,14,0,0.0,6,13,1,182.6
863,42,0,6,1,3.0,1,9,1,273.6
864,11,0,23,1,7.0,5,0,1,447.2
865,46,0,14,2,4.0,0,12,1,549.1
866,29,0,7,1,5.0,4,5,1,429.2
867,45,0,23,1,2.0,15,5,1,561.6
868,51,0,12,1,3.0,10,4,1,287.6
869,6,0,12,2,3.0,12,15,1,841.6
870,43,1,20,0,0.0,13,4,1,244.6
871,10,0,10,1,4.0,12,15,1,481.59
872,58,0,6,1,5.0,6,4,1,105.58
873,7,0,9,1,1.0,11,5,1,268.6
874,24,0,11,1,1.0,2,13,1,280.1
875,39,0,14,0,0.0,11,8,1,216.6
876,15,0,14,1,2.0,13,9,1,279.58
878,11,0,19,1,1.0,0,9,1,528.6
879,16,1,11,1,3.0,4,2,1,144.6
880,33,0,17,1,2.0,7,14,1,398.59
881,10,0,6,2,2.0,10,12,1,773.1
882,24,0,10,0,0.0,1,10,1,68.6
883,26,0,6,1,4.0,5,4,1,248.6
884,41,0,6,1,1.0,13,2,1,154.6
885,10,0,16,1,3.0,14,4,1,358.6
886,21,0,6,1,2.0,1,7,1,352.6
887,40,0,5,2,6.0,4,8,1,652.71
888,17,0,12,1,2.0,0,15,1,491.6
889,32,1,9,1,1.0,0,14,1,159.6
890,13,0,17,1,4.0,6,5,1,226.1
891,14,1,11,0,0.0,1,13,1,146.6
892,54,0,15,1,3.0,9,5,1,321.58
893,11,0,18,1,2.0,14,4,1,358.6
894,39,0,19,1,7.0,15,14,1,410.2
895,5,0,12,1,1.0,12,8,1,370.6
896,4,0,24,1,2.0,9,5,1,351.6
897,27,1,6,2,5.0,15,7,1,234.1
898,3,0,18,0,0.0,8,9,1,370.1
899,31,0,6,1,2.0,6,7,1,228.6
900,14,0,6,1,3.0,10,7,1,422.1
901,33,0,13,0,0.0,9,15,1,148.6
902,35,0,6,1,1.0,9,10,1,312.6
903,50,1,10,1,6.0,1,3,1,312.21
904,9,0,14,1,3.0,11,6,1,298.6
905,30,0,10,2,8.0,1,12,1,551.11
906,6,0,13,0,0.0,4,11,1,325.6
907,29,1,9,1,4.0,10,4,1,157.6
908,5,0,12,0,0.0,1,13,1,202.6
911,4,0,17,1,4.0,1,0,1,216.11
912,19,1,9,1,2.0,15,1,1,162.6
913,55,1,11,1,3.0,9,7,1,298.6
914,52,0,7,1,1.0,14,15,1,689.6
915,57,0,16,1,3.0,15,12,1,366.6
916,25,1,10,1,4.0,4,11,1,117.6
917,38,1,7,1,6.0,4,7,1,163.2
918,41,0,8,0,0.0,5,11,1,87.59
919,20,0,13,0,0.0,0,1,1,318.6
920,35,0,21,0,0.0,11,14,1,123.61
921,27,0,20,0,0.0,15,9,1,171.6
922,48,0,6,2,8.0,4,12,1,542.7
923,7,0,13,1,7.0,15,5,1,587.2
924,13,0,17,0,0.0,3,1,1,218.6
925,59,0,11,0,0.0,3,13,1,348.6
926,33,0,6,1,2.0,11,7,1,348.61
927,45,0,21,1,4.0,9,5,1,585.6
928,32,0,20,1,1.0,6,7,1,542.6
929,47,0,6,2,3.0,0,8,1,477.11
930,20,0,11,1,3.0,15,5,1,787.6
931,1,0,16,0,0.0,13,2,1,202.6
932,19,0,10,1,1.0,12,13,1,758.6
933,19,0,6,0,0.0,5,11,1,408.6
934,28,0,19,0,0.0,13,10,1,158.6
935,25,1,9,1,4.0,15,6,1,307.21
936,3,0,6,1,1.0,9,5,1,344.61
937,10,0,6,1,1.0,9,13,1,141.6
938,53,0,10,1,1.0,2,6,1,393.09
939,27,1,12,0,0.0,9,1,1,181.6
940,6,0,7,1,1.0,0,14,1,377.6
941,47,0,7,0,0.0,6,4,1,304.6
942,43,0,14,1,1.0,8,13,1,531.59
943,33,0,9,3,7.0,13,2,1,540.15
944,30,1,12,1,3.0,11,13,1,108.6
946,26,0,16,1,1.0,5,9,1,388.6
947,15,0,10,1,7.0,11,4,1,349.21
948,59,0,14,1,1.0,0,9,1,207.6
949,19,0,11,1,1.0,5,0,1,257.6
951,38,0,17,1,3.0,6,0,1,191.58
952,55,0,13,1,1.0,9,1,1,478.61
953,34,0,12,1,5.0,1,9,1,232.2
954,4,1,15,1,3.0,11,14,1,212.6
955,15,0,22,1,2.0,9,10,1,319.58
956,2,1,9,1,1.0,10,13,1,187.6
958,41,0,6,1,1.0,9,7,1,617.6
959,10,0,11,1,3.0,9,13,1,149.58
960,19,0,10,0,0.0,13,1,1,205.6
961,57,0,13,1,6.0,7,8,1,316.69
962,45,0,15,1,5.0,11,3,1,401.2
963,32,0,14,1,1.0,11,9,1,398.6
964,19,0,9,1,8.0,14,0,1,153.58
965,45,1,5,2,6.0,9,4,1,161.69
966,4,0,6,1,1.0,2,9,1,369.1
967,20,0,8,1,4.0,5,11,1,177.58
968,17,0,11,1,4.0,10,13,1,194.2
969,52,0,6,0,0.0,10,13,1,103.6
970,3,0,10,1,1.0,11,1,1,177.61
971,10,0,9,1,4.0,9,7,1,389.61
972,43,0,18,0,0.0,8,0,1,358.6
973,55,0,8,1,2.0,1,9,1,445.6
974,28,0,9,1,3.0,14,9,1,226.6
975,20,0,15,0,0.0,4,8,1,259.6
976,25,0,15,0,0.0,1,11,1,43.59
977,25,0,6,2,7.0,7,15,1,1527.7
978,26,1,11,1,3.0,10,4,1,192.6
979,22,1,12,1,1.0,0,4,1,181.6
980,28,1,16,2,4.0,14,7,1,182.11
981,2,0,13,1,4.0,0,1,1,217.62
982,1,0,11,0,0.0,15,7,1,648.6
983,22,0,17,2,2.0,0,15,1,617.1
984,37,0,14,1,5.0,14,10,1,153.2
985,22,0,9,1,4.0,0,6,1,70.58
986,35,0,5,1,1.0,4,14,1,297.6
987,48,0,7,1,2.0,10,7,1,361.1
988,4,0,12,1,8.0,2,14,1,215.7
989,3,0,9,1,5.0,7,10,1,302.2
990,41,0,11,1,6.0,6,13,1,252.78
991,10,0,7,1,2.0,14,11,1,358.6
992,43,0,6,1,3.0,2,6,1,143.08
993,5,0,19,0,0.0,1,4,1,418.6
995,24,0,15,1,6.0,5,9,1,237.2
996,8,1,13,1,1.0,4,14,1,228.6
997,10,1,11,1,2.0,3,9,1,241.6
998,26,0,18,1,1.0,14,9,1,335.61
999,41,0,12,1,3.0,4,13,1,207.6
1000,16,0,13,1,3.0,1,0,1,446.6
1001,3,0,6,1,2.0,6,13,1,408.6
1002,41,0,16,0,0.0,5,4,1,76.59
1003,54,0,7,2,5.0,12,2,1,517.11
1004,24,0,6,1,2.0,15,1,1,273.6
1005,30,0,7,2,3.0,12,2,1,625.09
1006,38,0,11,1,1.0,3,1,1,407.6
1007,7,0,6,0,0.0,6,13,1,228.6
1008,50,0,6,0,0.0,11,13,1,285.6
1009,23,0,18,1,2.0,13,3,1,357.6
1010,49,0,7,1,1.0,5,1,1,102.6
1011,38,1,6,0,0.0,1,13,1,102.6
1012,53,0,7,0,0.0,5,0,1,428.6
1013,15,0,1,1,1.0,9,14,1,392.61
1014,12,0,13,1,1.0,9,10,1,447.6
1015,49,0,13,1,1.0,10,14,1,561.61
1016,49,0,8,1,6.0,7,12,1,547.2
1017,36,0,12,1,6.0,1,3,1,457.2
1018,3,0,8,0,0.0,5,3,1,143.99
1019,1,0,17,0,0.0,15,1,1,338.61
1020,3,0,6,1,1.0,13,9,1,371.6
1021,45,0,8,0,0.0,9,1,1,171.6
1022,38,0,6,1,0.0,2,5,1,237.1
1023,40,0,11,1,2.0,2,3,1,241.1
1024,15,0,14,1,2.0,9,0,1,207.6
1025,3,0,12,1,1.0,15,14,1,837.6
1026,52,0,15,0,0.0,1,14,1,168.61
1027,1,0,8,2,5.0,12,0,1,767.1
1028,13,0,21,1,6.0,13,9,1,487.2
1029,18,0,10,1,3.0,1,2,1,211.6
1030,13,1,12,1,1.0,1,11,1,87.6
1031,59,0,12,1,2.0,13,11,1,417.6
1032,20,0,1,1,4.0,9,7,1,628.2
1033,50,0,13,1,3.0,8,9,1,349.72
1034,7,0,14,0,0.0,11,10,1,108.6
1035,10,0,6,0,0.0,9,4,1,138.59
1036,35,0,9,1,1.0,3,15,1,308.59
1037,5,0,6,1,3.0,3,1,1,237.6
1039,39,0,7,2,9.0,4,12,1,244.07
1040,3,0,6,2,3.0,7,15,1,551.11
1041,52,1,11,1,5.0,14,10,1,263.21
1042,11,0,13,1,2.0,10,15,1,372.6
1043,41,0,12,2,7.0,4,12,1,501.7
1044,45,1,14,0,0.0,1,8,1,98.6
1045,14,0,7,1,4.0,9,2,1,498.6
1046,7,0,17,1,2.0,13,15,1,596.61
1047,20,0,6,0,0.0,5,11,1,198.6
1048,59,0,14,1,3.0,13,11,1,217.61
1049,1,0,16,1,4.0,13,14,1,267.1
1050,19,0,15,0,0.0,1,11,1,86.59
1051,40,0,15,0,0.0,1,8,1,193.6
1052,4,0,23,1,3.0,9,1,1,338.6
1053,17,0,14,1,1.0,4,11,1,222.6
1054,25,1,18,1,1.0,1,4,1,451.6
1055,11,0,19,0,0.0,4,10,1,258.6
1056,49,0,18,1,1.0,1,9,1,543.6
1057,39,0,17,1,3.0,7,2,1,543.6
1058,12,0,22,0,0.0,9,0,1,158.59
1059,12,0,14,1,0.0,5,1,1,417.6
1060,8,0,12,0,0.0,10,1,1,108.6
1061,1,0,14,1,2.0,11,4,1,347.61
1062,15,0,9,0,0.0,9,4,1,272.6
1063,26,0,10,1,2.0,11,6,1,338.6
1064,55,0,11,1,1.0,4,2,1,251.61
1065,6,0,13,0,0.0,3,13,1,178.6
1066,28,0,6,2,5.0,12,10,1,656.1
1067,55,0,10,1,2.0,5,1,1,212.58
1068,34,0,22,2,12.0,10,9,1,360.07
1069,8,0,14,1,6.0,4,3,1,89.59
1070,53,1,5,1,1.0,11,5,1,211.1
1071,27,0,23,1,8.0,11,9,1,323.2
1072,7,0,14,0,0.0,11,4,1,355.6
1073,25,0,8,0,0.0,9,6,1,237.6
1074,53,1,17,0,0.0,4,8,1,118.6
1075,51,0,6,1,2.0,14,2,1,119.58
1076,39,0,11,1,2.0,10,14,1,196.6
1077,35,0,10,1,2.0,1,15,1,419.6
1078,22,0,6,1,2.0,14,4,1,75.58
1079,18,1,14,1,2.0,11,5,1,135.6
1080,35,1,17,0,0.0,9,13,1,210.72
1081,23,0,7,2,4.0,0,9,1,417.1
1082,7,0,8,1,2.0,1,12,1,441.6
1083,46,1,10,0,0.0,0,7,1,108.6
1084,44,0,22,1,8.0,4,9,1,309.58
1085,24,0,24,1,2.0,3,13,1,307.6
1086,37,0,13,0,0.0,4,11,1,245.6
1087,6,0,8,1,0.0,7,13,1,181.6
1088,13,1,21,0,0.0,2,7,1,170.1
1089,41,0,9,0,0.0,13,7,1,172.6
1090,17,0,23,0,0.0,9,7,1,330.6
1091,41,0,20,0,0.0,0,10,1,215.6
1092,20,0,18,1,2.0,12,8,1,511.61
1093,20,0,7,1,5.0,4,5,1,292.2
1094,13,0,14,0,0.0,1,0,1,348.6
1095,41,0,13,1,6.0,7,11,1,502.21
1096,44,0,11,0,0.0,1,11,1,248.61
1097,44,0,8,0,0.0,13,11,1,224.6
1098,20,1,7,1,3.0,1,5,1,101.1
1099,34,0,10,1,1.0,5,8,1,222.6
1100,37,0,8,1,4.0,2,8,1,160.1
1101,22,0,5,0,0.0,1,4,1,98.6
1102,48,0,11,0,0.0,8,9,1,308.6
1103,38,1,14,1,5.0,6,1,1,154.2
1104,27,1,11,1,6.0,6,1,1,167.2
1105,12,0,11,1,3.0,3,11,1,336.6
1106,46,0,6,1,2.0,6,3,1,478.61
1107,5,0,6,1,3.0,14,3,1,370.6
1108,20,0,9,2,7.0,1,4,1,246.2
1109,1,0,24,1,3.0,3,0,1,305.61
1110,42,0,16,0,0.0,13,14,1,257.6
1111,46,0,14,1,3.0,0,9,1,357.6
1112,16,0,7,2,11.0,8,7,1,302.7
1113,12,0,7,1,6.0,2,0,1,319.7
1114,53,0,14,1,2.0,15,2,1,438.6
1115,17,0,16,1,0.0,14,0,1,298.6
1116,3,0,18,1,1.0,11,1,1,137.6
1117,57,1,7,1,4.0,4,1,1,329.2
1118,10,0,16,1,2.0,11,1,1,347.61
1119,31,0,20,2,8.0,14,11,1,303.7
1120,35,0,6,1,6.0,3,5,1,75.58
1121,27,0,15,1,4.0,4,12,1,185.78
1122,29,0,13,1,1.0,11,15,1,758.6
1123,25,1,7,0,0.0,0,8,1,148.6
1124,51,0,19,2,3.0,12,1,1,737.11
1125,4,0,6,1,2.0,0,10,1,253.6
1126,59,0,16,1,2.0,14,13,1,222.6
1128,24,0,13,1,8.0,10,7,1,315.69
1129,48,1,11,0,0.0,13,4,1,162.6
1130,49,0,17,2,2.0,0,12,1,617.1
1131,2,0,5,1,3.0,6,15,1,361.1
1132,14,1,12,1,2.0,1,2,1,172.6
1133,48,0,14,1,2.0,14,0,1,146.1
1134,34,0,8,2,3.0,6,2,1,341.1
1135,41,1,6,2,1.0,1,4,1,401.09
1136,50,0,7,0,0.0,4,10,1,194.6
1137,29,0,9,1,2.0,3,2,1,227.6
1138,14,1,19,1,6.0,9,0,1,363.2
1139,20,0,12,0,0.0,4,15,1,318.6
1140,20,1,5,1,2.0,4,7,1,191.1
1141,9,0,10,1,3.0,5,1,1,341.1
1142,44,0,8,1,1.0,8,0,1,386.1
1143,50,0,11,2,6.0,10,7,1,199.99
1144,10,0,14,0,0.0,1,6,1,138.6
1145,25,0,6,1,1.0,6,9,1,678.6
1147,43,0,12,1,5.0,3,12,1,517.2
1148,39,0,6,1,1.0,11,10,1,232.6
1149,29,0,18,0,0.0,10,11,1,228.6
1150,3,0,6,1,1.0,5,2,1,179.6
1151,26,0,9,1,6.0,10,2,1,198.2
1152,39,0,10,1,4.0,5,15,1,431.6
1153,22,0,17,0,0.0,10,2,1,102.6
1154,59,0,9,0,0.0,0,15,1,698.6
1155,33,0,6,1,2.0,14,4,1,287.6
